Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","016","American Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 No","57.626","X","Figure from international organizations",""
"OA","Annual population","016","American Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","57.254","X","Figure from international organizations",""
"OA","Annual population","016","American Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","56.837","X","Figure from international organizations",""
"OA","Annual population","016","American Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","56.383","X","Figure from international organizations",""
"OA","Annual population","016","American Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","55.891","X","Figure from international organizations",""
"OA","Annual population","016","American Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","55.366","X","Figure from international organizations",""
"OA","Annual population","016","American Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","54.849","X","Figure from international organizations",""
"OA","Annual population","016","American Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","54.31","X","Figure from international organizations",""
"OA","Annual population","016","American Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","53.691","X","Figure from international organizations",""
"OA","Annual population","016","American Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","52.995","X","Figure from international organizations",""
"OA","Annual population","016","American Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","52.217","X","Figure from international organizations",""
"OA","Annual population","016","American Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","51.368","X","Figure from international organizations",""
"OA","Annual population","016","American Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","50.448","X","Figure from international organizations",""
"OA","Annual population","016","American Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","49.463","X","Figure from international organizations",""
"OA","Annual population","016","American Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","48.424","X","Figure from international organizations",""
"OA","Annual population","016","American Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","47.321","X","Figure from international organizations",""
"OA","Annual population","016","American Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","46.189","X","Figure from international organizations",""
"OA","Annual population","016","American Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","45.035","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","66.097","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 No","67.82","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 No","70.849","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 No","73.907","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 No","76.933","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","79.826","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","80.221","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","78.168","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","76.055","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","73.852","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","71.519","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","70.567","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","71.013","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","71.367","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","71.621","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","71.746","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","72.54","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","73.837","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","75.013","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","76.343","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","77.7","X","Figure from international organizations",""
"OA","Annual population","020","Andorra","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","79.034","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","16394.062","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 No","16941.587","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 No","17516.139","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 No","18124.342","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 No","18771.125","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","19450.959","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","20162.34","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","20909.684","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","21691.522","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","22507.674","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","23364.185","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","24259.111","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","25188.292","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","26147.002","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","27128.337","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","28127.721","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","29154.746","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","30208.628","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","31273.533","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","32353.588","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","33428.486","X","Figure from international organizations",""
"OA","Annual population","024","Angola","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","34503.774","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","11.047","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 No","11.344","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 No","11.56","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 No","11.744","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 No","11.934","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","12.128","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","12.325","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","12.524","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","12.73","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","12.946","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","13.172","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","13.341","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","13.455","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","13.7","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","14.12","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","14.525","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","14.813","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","15.015","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","15.181","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","15.38","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","15.585","X","Figure from international organizations",""
"OA","Annual population","660","Anguilla","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","15.753","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","75.055","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 No","76.215","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 No","77.195","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 No","78.075","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 No","78.941","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","79.869","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","80.895","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","82.016","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","83.251","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","84.534","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","85.695","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","86.729","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","87.674","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","88.497","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","89.236","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","89.941","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","90.564","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","91.119","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","91.626","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","92.117","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","92.664","X","Figure from international organizations",""
"OA","Annual population","028","Antigua and Barbuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","93.219","X","Figure from international organizations",""
"OA","Annual population","032","Argentina","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","37070.774","X","Figure from international organizations",""
"OA","Annual population","032","Argentina","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 No","37480.493","X","Figure from international organizations",""
"OA","Annual population","032","Argentina","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 No","37885.028","X","Figure from international organizations",""
"OA","Annual population","032","Argentina","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 No","38278.164","X","Figure from international organizations",""
"OA","Annual population","032","Argentina","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 No","38668.796","X","Figure from international organizations",""
"OA","Annual population","032","Argentina","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","39070.501","X","Figure from international organizations",""
"OA","Annual population","032","Argentina","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","39476.851","X","Figure from international organizations",""
"OA","Annual population","032","Argentina","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","39876.111","X","Figure from international organizations",""
"OA","Annual population","032","Argentina","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","40273.769","X","Figure from international organizations",""
"OA","Annual population","032","Argentina","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","40684.338","X","Figure from international organizations",""
"OA","Annual population","032","Argentina","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","41100.123","X","Figure from international organizations",""
"OA","Annual population","032","Argentina","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","41520.74","X","Figure from international organizations",""
